#!Run[i,0]/   hmsP[f,1]/   hmsAng[f,2]/   shmsP[f,3]/   shmsAng[f,4]/   BCM4A_Current[f,1]/    BCM4A_Charge[f,2]/    h3of4_rate[f,3]/    p3of4_rate[f,4]/     coin_rate[f,5]/    htrk_eff[f,6]/   htrk_eff_err[f,7]/  ptrk_eff[f,8]/   ptrk_eff_err[f,9]/    cpuLT[f,10]/    tLT[f,11]/    x_bpm[f,12]/    y_bpm[f,13]/   hMisP_X[f,14]/    hMisP_Y[f,15]/    pMisP_X[f,16]/    pMisP_Y[f,17]/   ptrig6_accepted[i,18]/     ptrig6_scaler[i,19]/    edtm_accepted[i,20]/   edtm_scaler[i,21]/    pdid_e[i,22]/    pshould_e[i,23]/    hdid_h[i,24]/   hshould_h[i,25]/ 
3341		2.189232		-55.0		8.54321		12.168		50.045		146.158		0.145		136.408		0.002		0.9959		0.0029		0.9669		0.006		99.8664		93.0944		0.028054		0.017541		0.107		0.324		-0.126		-0.06		15701		15722		8156		8761		877		907		483		485
3342		2.189232		-55.0		8.54321		12.168		49.878		144.372		0.145		135.329		0.002		0.989		0.0045		0.9622		0.0067		99.8113		93.0669		0.026517		0.017626		0.107		0.324		-0.126		-0.06		15340		15369		8081		8683		815		847		539		545
3343		2.189232		-55.0		8.54321		12.168		48.129		128.704		0.14		128.462		0.002		0.9869		0.0054		0.9744		0.0056		99.8421		93.7555		0.026248		0.018731		0.107		0.324		-0.126		-0.06		13914		13936		7522		8023		800		821		451		457
3344		2.189232		-55.0		8.54321		12.168		49.923		160.351		0.145		133.812		0.002		0.9789		0.0064		0.9689		0.0057		99.7939		93.0677		0.021054		0.016954		0.107		0.324		-0.126		-0.06		16945		16980		8968		9636		934		964		510		521
3345		2.189232		-55.0		8.54321		12.168		58.016		158.697		0.168		166.689		0.003		0.9891		0.0041		0.9589		0.0066		99.771		91.8231		0.026391		0.016907		0.107		0.324		-0.126		-0.06		16989		17028		7535		8206		909		948		637		644
3346		2.189232		-55.0		8.54321		12.168		54.217		148.286		0.158		150.908		0.003		0.9863		0.0046		0.9675		0.006		99.8973		92.5299		0.026399		0.016733		0.107		0.324		-0.126		-0.06		15562		15578		7593		8206		862		891		648		657
3347		2.189232		-55.0		8.54321		12.168		54.081		162.581		0.158		150.318		0.003		0.9864		0.0045		0.9613		0.0064		99.8555		92.3606		0.026982		0.01695		0.107		0.324		-0.126		-0.06		17274		17299		8330		9019		920		957		651		660
3350		2.189232		-55.0		8.54321		12.168		53.293		115.823		0.155		147.887		0.003		0.9818		0.0064		0.9644		0.007		99.8628		92.9305		0.027091		0.01586		0.107		0.324		-0.126		-0.06		12373		12390		6060		6521		704		730		431		439
3351		2.189232		-55.0		8.54321		12.168		51.562		143.059		0.15		141.973		0.003		0.9908		0.0041		0.9599		0.0069		99.8364		92.9232		0.026351		0.016439		0.107		0.324		-0.126		-0.06		15255		15280		7734		8323		813		847		540		545
3352		2.189232		-55.0		8.54321		12.168		50.119		155.003		0.146		135.171		0.002		0.9912		0.0039		0.9721		0.0054		99.824		93.2744		0.026639		0.016976		0.107		0.324		-0.126		-0.06		16447		16476		8654		9278		941		968		563		568
3353		2.189232		-55.0		8.54321		12.168		48.332		128.349		0.141		128.351		0.002		0.9867		0.0054		0.9653		0.0067		99.8754		92.9836		0.026531		0.017102		0.107		0.324		-0.126		-0.06		13632		13649		7408		7967		750		777		444		450
3354		2.189232		-55.0		8.54321		12.168		47.845		107.185		0.139		126.818		0.002		0.9887		0.0056		0.9536		0.0086		99.842		93.6468		0.025935		0.017227		0.107		0.324		-0.126		-0.06		11376		11394		6294		6721		596		625		350		354
3355		2.189232		-55.0		8.54321		12.168		49.011		104.0		0.143		130.436		0.002		0.9947		0.0038		0.9659		0.0073		99.8643		93.4035		0.026208		0.017483		0.107		0.324		-0.126		-0.06		11035		11050		5947		6367		623		645		374		376
3356		2.189232		-55.0		8.54321		12.168		48.324		130.182		0.141		128.746		0.002		0.9858		0.005		0.9687		0.0062		99.8415		92.934		0.033631		0.021954		0.107		0.324		-0.126		-0.06		13860		13882		7510		8081		775		800		555		563

#-------------------------------------
#--------- Average Summary -----------
#-------------------------------------
# x_bpm_avg = 0.026717 cm
# y_bpm_avg = 0.017463 cm
# total_Charge = 1932.750000 mC
# cpuLT_avg = 0.998398
# tLT_avg = 0.929696
# htrk_eff_avg = 0.987885 +/- 0.001291 
# ptrk_eff_avg = 0.965208 +/- 0.001722 
